_id	yomi	wordJpn	wordLao	typeLaoScript
2574	けんちく	建築	ກໍ່ສ້າງ	koh1 saang2
2575	けんちくか	建築家	ສະຖາປານິກ	sa htaa paa nik
2576	けんちくぎし	建築技師	ຊ່າງກໍ່ສ້າງ	xaang1 koh1 saang2
2577	げんてい	限定	ກຳນົດເກນ	kam not keen
2578	けんばん	鍵盤	ແປ້ນພິມ	paen2 phim
2579	けんびきょう	顕微鏡	ກ້ອງຈຸລະທັດ	kohng2 ju la that
2580	けんぶつ	見物	ເບິ່ງ	boeng1
2581	けんぽう	憲法	ລັດຖະທຳມະນູນ	lat hta tham ma nuun
2582	けんやく	倹約	ປະຫຍັດ	pa hyat
2583	げんゆ	原油	ນ້ຳມັດິບ	nam2 man dip
2584	けんり	権利	ສິດທິ	sit thi
2585	けんり	権利	ອຳນາດ	am naat
2586	げんりゅう	源流	ຍອດຫ້ວຍ	nyoht huay2
2587	けんりょくしゃ	権力者	ເຈົ້າຫນ້າທີ່	jao2 hnaa2 thii1
2588	こ	（何）個	(ຈັກ)ກ້ອນ	kohn2
2589	こ	（何）個	(ຈັກ)ຫມ່ວຍ	hmuay1
2590	こ	（何）個	(ຈັກ)ອັນ	an
2591	こ	子	ລູກ	luuk
2592	こ	粉	ແປ້ງ	paeng2
2593	ご	語	ຄຳສັບ	kham sap
2594	ご	語	ພາສາ	phaa saa
2595	ご	後	ຫລັງຈາກ~	hlang jaak
2596	ご	五（５）	ຫ້າ	hhaa2
2597	こあら	コアラ	ຫມີໂຄອາລາ	hmii khoo aa laa
2598	こあら	コアラ	ໂຕຄົວລ້າ	too khua laa1
2599	こい	恋	ຄວາມຮັກ	khwaam hak
2600	こい	恋	ຫລົງຮັກ	hlong hak
2601	こい	濃い	ເຂັ້ມ	hkem2
2602	ごい	語彙	ຄຳສັບ	kham sap
2603	こいいろ	濃い色	ສີເຂັ້ມ	sii hkem2
2604	こいし	小石	ຫິນແຮ່	hhiin hae1
2605	こいしい	恋しい	ຄິດຮອດ	khit hoht
2606	こいしくおもう	恋しく・思う	ຄຶດຮອດ	khuet hoht
2607	こいびと	恋人	ແຟນ	faen
2608	こいん	コイン	ຫລຽນ	hlian
2609	こいん	コイン	ເງິນຫລຽນ	ngoen hlian
2610	こう	（第～）項	ຂໍ້(ທີ່~)	hkoh2
2611	こう	請う	ຂໍຮ້ອງ	hkoh hohng2
2612	こう	[こそあど]	ຢ່າງນີ້	yaang1 nii2
2613	こう	[こそあど]	ແນວນີ້	naew nii2
2614	こうい	行為	ການປະຕິບັດ	kaan pa ti bat
2615	ごうい	合意	ຕົກລົງ	tok long
2616	ごうい	合意	ເຫັນດີນໍາ	hhen dii nam
2617	こういう	[こそあど]	ຊະນິດນີ້	xa nit nii2
2618	こういしつ	更衣室	ຫ້ອງແຕ່ງຕົວ	hhohng2 taeng1 tua
2619	こういった	[こそあど]	ຊະນິດນີ້	xa nit nii2
2620	こういん	工員	ກຳມະກອນ	kam ma kohn
2621	こううん	幸運	ໂຊກດີ	xook dii
2622	こうえん	公園	ສວນ	suan
2623	こうえん	公園	ສວນສາທາລະນະ	suan saa thaa la na
2624	こうか	効果	ຜົນກະທົບ	hpon ka thop
2625	こうか	降下	ລົງໄປ	long pai
2626	こうか	硬貨	ຫລຽນ	hlian
2627	こうかい	後悔	ເສຍໃຈ	sia jay
2628	こうがい	郊外	ນອກເມືອງ	nohk meuang
2629	こうがい	口蓋	ເຫງືອກ	hngeuak
2630	こうかきょう	高架橋	ຂົວລອຍ	hkua lohy
2631	こうがく	工学	ວິທະຍາສາດ	wi tha nyaa saat
2632	ごうかく	合格	ເສັງຜ່ານ	seng hpaan1
2633	ごうかく	合格	ເສັງໄດ້	seng dai2
2634	こうかん	交換	ປ່ຽນ	pian1
2635	こうかん	交換	ແລກປ່ຽນ	laek pian1
2636	こうがん	睾丸	ຫຳ	hham
2637	ごうかん	強姦	ຂົ່ມຂືນ	hkom1 hkeun
2638	こうぎ	抗議	ຄັດຄ້ານ	khat khaan2
2639	こうぎ	講義	ສອນຫນັງສື	sohn hnang seu
2640	こうきしん	好奇心	ຄວາມຮູ້ສຶກຢາກເຫັນ	khwaam huu2 suek yaak hhen
2641	こうぎょう	工業	ອຸດສະຫະກຳ	ut sa hha kam
2642	こうぎょうえねるぎーしょう	鉱業エネルギー省	ກະຊວງພະລັງງານ-ບໍ່ແຮ່	ka xuang pha lang ngaan boh1 hae1
2643	こうきょうじぎょうしょう	公共事業省	ກະຊວງຄົມມະນາຄົມ-ຂົນສົ່ງ-ໄປສະນີ-ກໍ່ສ້າງ	ka xuang khom ma naa khom hkon song1 pai sa nii
2644	こうぐ	工具	ເຄື່ອງມື	kheuang1 meu
2645	こうくう	（～）航空	ສາຍການບິນ	saay kaan biin
2646	こうくうがいしゃ	航空会社	ບໍລິສັດສາຍການບິນ	boh li sat saay kaan biin
2647	こうくうけん	航空券	ປີ້ຍົນ	pii2 nyon
2648	こうくうびん	航空便	ໄປສະນີທາງອາກາດ	pai sa nii thaang aa kaat
2649	ごうけい	合計	ທັງຫມົດ	thang hmot
2650	ごうけい	合計	ລວມ	luam
2651	こうけつあつ	高血圧	ຄວາມກົດດັນສູງ	khwaam kot dan suung
2652	こうけんにん	後見人	ຜູ້ອະນຸບານ	hpuu2 a nu baan
2653	こうご	口語	ຄຳເວົ້າ	kham wao2
2654	こうご	口語	ພາສາເວົ້າ	phaa saa wao2
2655	こうこう	高校	ໂຮງຮຽນມັດທະຍົມປາຍ	hoong hian mat tha nyom paay
2656	こうこういちねんせい	高校一年生	ນັກຮຽນ ມ.5	nak hian moh haa2
2657	こうこうせい	高校生	ນັກຮຽນມັດທະຍົມປາຍ	nak hian mat tha nyom paay
2658	こうこがく	考古学	ບູຮານຄະດີ	buu haan kha dii
2659	こうこく	広告	ໂຄສະນາ	khoo sa naa
2660	こうざ	口座	ບັນຊີ	ban xii
2661	こうさい	交際	ຄົບກັນໄປ	khop kan pai
2662	こうさてん	交差点	ທາງສີ່ແຍກ	thaang sii1 nyaek
2663	こうざん	鉱山	ບໍ່ແຮ່	boh1 hae1
2664	こうし	講師	ອາຈານ	aa jaan
2665	こうじ	工事	ກໍ່ສ້າງ	koh1 saang2
2666	こうしき	公式	ທາງການ	thaang kaan
2667	こうしき	公式	ສູດ	suut
2668	こうした	[こそあど]	ຊະນິດນີ້	xa nit nii2
2669	こうじちゅう	工事中	ກຳລັງກໍ່ສ້າງ	kam lang koh1 saang2
2670	こうして	[こそあど]	ເຊັ່ນນີ້	xen1 nii2
2671	こうしゃ	校舎	ອາຄານໂຮງຮຽນ	aa khaan hoong hian
2672	こうしゅう	公衆	ສາທາລະນະ	saa thaa la na
2673	こうしゅうでんわ	公衆電話	ໂທລະສັບສາທາລະນະ	thoo la sap saa thaa la na
2674	こうしゅうといれ	公衆トイレ	ຫ້ອງນ້ຳສາທາລະນະ	hhohng2 nam2 saa thaa la na
2675	こうしょう	交渉	ຕິດຕໍ່ເຈລະຈາ	tit toh1 jee la jaa
2676	こうじょう	工場	ໂຮງງານ	hoong ngaan
2677	こうしん	行進	ເດີນສວນສະຫນາມ	dern suan sa hnaam
2678	こうしんりょう	香辛料	ເຄື່ອງເທດ	kheuang1 theet
2679	こうすい	香水	ນ້ຳຫອມ	nam2 hhohm
2680	こうずい	洪水	ນ້ຳຖ້ວມ	nam2 htuam2
2681	こうせき	鉱石	ສິນແຮ່	sin hae1
2682	こうぞう	構造	ໂຄງສ້າງ	khoong saang2
2683	こうそうびる	高層ビル	ຕຶກສູງ	tuek suung
2684	こうそくどうろ	高速道路	ທາງດ່ວນ	thaang duan1
2685	こうそくどうろ	高速道路	ທານຫລວງ	thaang hluang
2686	こうたい	交替	ປ່ຽນຜຽນ	pian1 hpian
2687	こうたいし	皇太子	ເຈົ້າຊາຍ	jao2 xaay
2688	こうちし	後置詞	ຄຳລົງທ້າຍ	kham long thaay2
2689	こうちゃ	紅茶	ນ້ຳຊາຝະລັ່ງ	nam2 xaa hfa lang1
2690	こうちょう	校長	ອຳນວຍການໂຮງຮຽນ	am nuay kaan hoong hian
2691	こうつう	交通	ຈາລະຈອນ	jaa la john
2692	こうつうきそく	交通規則	ກົດຈາລະຈອນ	kot jaa la john
2693	こうつうじこ	交通事故	ອຸບັດຕິເຫດຕາມທ້ອງຖະຫນົນ	u bat ti hheet taam thohng2 hta hnon
2694	こうてい	肯定	ຢືນຢັນ	kheun yan
2695	こうてい	皇帝	ເຈົ້າຈັກກະພັດ	jao2 jak ka phat
2696	こうていぶん	肯定文	ປະໂຫຍກບອກເລົ່າ	pa hyook bohk lao1
2697	こうどう	公道	ຖະຫນົນຫລວງ	hta hnon hluang
2698	こうどう	行動	ປະຕິບັດ	pa ti bat
2699	ごうとう	強盗	ປຸ້ນ	pun2
2700	ごうとう	強盗	ໂຈນ	joon
2701	ごうどう	合同	ຮ່ວມກັນ	huam1 kan
2702	こうとうがっこう	高等学校	ໂຮງຮຽນມັດທະຍົມອຸດົມ	hoong hian mat tha nyom u dom
2703	こうば	工場	ໂຮງງານ	hoong ngaan
2704	こうはい	後輩	ລຸ້ນນ້ອງ	lun2 nohng2
2705	こうばん	交番	ປ້ອມຍາມຕຳຫລວດ	pohm2 nyaam tam hluat
2706	こうふく	幸福	ຄວາມສຸກ	khwaam suk
2707	こうふん	興奮	ຕື່ນເຕັ້ນ	teun1 ten2
2708	こうぶんしょ	公文書	ເອກະສານທາງລັດຖະການ	ee ka saan thaang lat hta kaan
2709	こうへい	公平	ຍຸດຕິທຳ	nyut ti tham
2710	ごうまん	傲慢	ຂີ້ຄຸຍ	hkii2 khuy
2711	こうむいん	公務員	ພະນັກງານ	pha nak ngaan
2712	こうもく	項目	ລາຍການ	laay kaan
2713	こうもり	コウモリ	ເຈຍ	jia
2714	こうもん	肛門	ຂ່ອງທວານຫນັກ	hkohng1 thwaan hnak
2715	こうもん	校門	ປະຕູໂຮງຮຽນ	pa tuu hoong hian
2716	こうもん	肛門	ຮູຂີ້	huu hkii2
2717	こうやって	[こそあど]	ຈັ່ງນີ້	jang1 nii2
2718	こうら	（亀の）甲羅	ອອງ(ເຕົ່າ)	ohng tao1
2719	こうり	小売	ຂາຍຍ່ອຍ	hkaay nyohy1
2720	こうりつ	公立	ຫລວງ	hluang
2721	こうりゅう	交流（=ＡＣ）	ກະແສໄຟຟ້າສະຫລັບ	ka se' fai faa2 sa hlap
2722	こうりゅう	交流	ແລກປ່ຽນທັດຊະນະ	laek pian1 that sa na
2723	こうりょう	考慮	ພິຈາລະນາ	phi jaa la naa
2724	こえ	肥	ປຸ໋ຍ	puy4
2725	こえ	声	ສຽງ	siang
2726	こえ	声	ສຽງເວົ້າ	siang wao2
2727	こえび	小えび/コエビ	ກຸ້ງນ້ອຍ	kung2 nohy2
2728	こえる	越える	ເກີນ	kern
2729	こーと	コート	ເດີ່ນ	dern1
2730	こーと	コート	ເສື້ອຄຸມ	seua2 khum
2731	こーとじぼわーる	コート・ジボワール	ກົດດີວົວ	kot dii wua
2732	こーひー	コーヒー	ກາເຟ	kaa fee
2733	こーひーかっぷ	コーヒー・カップ	ຈອກກາເຟ	johk kaa fee
2734	こーら	コーラ	ໂຄ້ກ	khook2
2735	こーらん	コーラン	ຄໍາພີຂອງສາສະຫລາອິດສະລາມ	kham phi hkohng saa sa hlaa it sa laam
2736	こおり	氷	ນ້ຳກ້ອນ	nam2 kohn2
2737	こおる	凍る	ກາຍເປັນນ້ຳກ້ອນ	kaay pen nam2 kohn2
2738	こーんすたーち	コーン・スターチ	ແປ້ງເຂົ້າໂພດ	paeng2 hkao2 phoot
2739	ごかい	誤解	ເຂົ້າໃຈຜິດ	hkao2 jay hpit
2740	こかいん	コカイン	ໂຄເຄນ	khoo kheen
2741	こかこーら	コカ・コーラ	ໂຄກ	khook
2742	ごがつ	５月	ພຶດສະພາ	phuet sa phaa
2743	ごがつ	５月	ເດືອນພຶດສະພາ	deuan phuet sa phaa
2744	ごがつ	５月	ເດືອນຫ້າ	deuan hhaa2
2745	ごきげんいかがですか	ご機嫌いかがですか	ສະບາຍດີບໍ	sa baay dii boh
2746	こぎって	小切手	ໃບເຊັກ	bay xek
2747	ごきぶり	ゴキブリ	ແມງສາບ	maeng saap
2748	こきゃく	顧客	ລູກຄ້າ	luuk khaa2
2749	こきゅう	呼吸	ຫາຍໃຈ	hhaay jay
2750	こきゅうきかん	呼吸器官	ອະໄວຍະວະຫາຍໃຈ	a wai nya wa hhaay jay
2751	こきょう	故郷	ບ້ານເກີດ	baan2 kert
2752	こぐ	（舟を）漕ぐ	ພາຍ(ເຮືອ)	phaay
2753	こくえいきぎょう	国営企業	ລັດຖະວິສາຫະກິດ	lat hta wi saa hha kit
2754	こくおう	国王	ເຈົ້າຊີວິດ	jao2 xii wit
2755	こくがい	国外	ຕ່າງປະເທດ	taang1 pa theet
2756	こくご	国語	ພາສາຂອງປະເທດ	phaa saa hkohng pa theet
2757	こくさい	国際	ລະຫວ່າງປະເທດ	la hwaang1 pa theet
2758	こくさいうんてんめんきょしょう	国際運転免許証	ໃບຂັບຂີ່ສາກົນ	bay hkap hkii1 saa kon
2759	こくさいてき	国際的	ທົ່ວໂລກ	thua1 look
2760	こくさいでんわ	国際電話	ໂທຕ່າງປະເທດ	thoo taang1 pa theet
2761	こくさいゆうびん	国際郵便	ຈົດຫມາຍຕ່າງປະເທດ	jot hmaay taang1 pa theet
2762	こくじん	黒人	ຄົນຜີວດຳ	khon hpiiw dam
2763	こくせき	国籍	ສັນຊາດ	san xaat
2764	こくそ	告訴	ຟ້ອງຮ້ອງ	fohng2 hohng2
2765	こくてん	黒点	ຈຸດດັບໃນດວງຕາເວັນ	jit dap nay duang taa wen
2766	こくどう	国道	ທາງຫລວງ	thaang hluang
2767	こくない	国内	ໃນປະເທດ	nay pa theet
2768	こくはく	告白	ສາລະພາບ	saa la phaap
2769	こくばん	黒板	ກະດານດຳ	ka daan dam
2770	こくばんけし	黒板消し	ຟອຍລືບກະດານ	fohy leup ka daan
2771	こくぼうしょう	国防省	ກະຊວງປ້ອງກັນປະເທດ	ka xuang pohng2 kan pa theet
2772	こくみん	国民	ປະຊາຊົນ	pa xaa xon
2773	こくりつ	国立	ແຫ່ງຊາດ	hhaeng1 xaat
2774	こくりつきょうぎじょう	国立競技場	ສະຫນາມກິລາແຫ່ງຊາດ	sa hnaam ki laa hhaeng1 xaat
2775	こくりつこうえん	国立公園	ສວນແຫ່ງຊາດ	suan hhaeng1 xaat
2776	こくりつだいがく	国立大学	ມະຫາວິທະຍາໄລຂອງລັດ	ma hhaa wi tha nyaa lai hkohng lat
2777	こくれん	国連	ສະຫະປະຊາຊາດ	sa hha pa xaa xaat
2778	ごくろうさま	ご苦労様	ຂອບໃຈເດີ້	hkohp jay der2
2779	こけ	苔/コケ	ໄຄຫີນ	khai hhiin
2780	こげる	焦げる	ໄຫມ້	hmai2
2781	ここ	[こそあど]	ທີ່ນີ້	thii1 nii2
2782	ここ	[こそあど]	ບ່ອນນີ້	bohn1 nii2
2783	ここ	[こそあど]	ພີ້	phii2
2784	ごこ	５個	ຫ້າອັນ	hhaa2 an
2785	ごご	午後	ຕອນທ່ຽງ	tohn thiang1
2786	ごご	午後	ຕອນບ່າຍ	tohn baay1
2787	ここあ	ココア	ໂກໂກ້	koo koo2
2788	ごこううんを	ご幸運を	ໂຊກດີ	xook dii
2789	ここで	[こそあど]	ຢູ່ນີ້	yuu1 nii2
2790	ここなつ	ココナツ	ຫມາກພ້າວ	hmaak phaaw2
2791	ここに	[こそあど]	ຢູ່ນີ້	yuu1 nii2
2792	ここのか	９日	ວັນທີເກົ້າ	wan thii kao2
2793	ここのつ	九つ	ເກົ້າອັນ	kao2 an
2794	こころ	心	ຫົວໃຈ	hhua jay
2795	こころ	心	ໃຈ	jay
2796	こころがいたい	心が痛い	ເຈັບໃຈ	jep jay
2797	こころがせまい	心が狭い	ໃຈນ້ອຍ	jay nohy2
2798	こころがせまい	心が狭い	ໃຈແຄບ	jay khaep
2799	こころがわり	心変わり	ປ່ຽນໃຈ	pian1 jay
2800	こころざし	志	ຄວາມທະເຍີທະຍານ	khwaam tha nyer tha nyaan
2801	こころみる	試みる	ລອງເບິ່ງ	lohng boeng1
2802	ござ	ゴザ	ສາດ	saat
2803	ございます	ございます	ມີ	mii
2804	ございます	（～で）ございます	ເປັນ	pen
2805	こさくりょう	小作料	ຄ່າເຊົ່ານາ	khaa1 xao1 naa
2806	こし	腰	ແອວ	aew
2807	ごじ	５時	ຫ້າໂມງ	hhaa2 moong
2808	こしかける	腰掛ける	ນັ່ງລົງ	nang1 long
2809	ごじかん	５時間	ຫ້າຊົ່ວໂມງ	hhaa2 xua1 moong
2810	こじき	乞食	ຄົນຂໍທານ	khon hkoh thaan
2811	ごじつ	後日	ມື້ຫນ້າ	meu2 hnaa2
2812	ごしゅじん	ご主人	ຜົວ	hpua
2813	こしょう	胡椒/コショウ	ພິກໄທ	phik thia
2814	こしょう	故障	ເພ	phee
2815	こじん	個人	ສ່ວນຕົວ	suan1 tua
2816	こじん	個人	ສ່ວນບຸກຄົນ	suan1 buk khon
2817	こじん	個人	ເອກະຊົນ	ek ka xon
2818	こす	越す	ເກີນ	kern
2819	こすたりか	コスタ・リカ	ໂກສະຕາຣິກາ	koo sa taa ri kaa
2820	こする	擦る	ຖູ	htuu
2821	こせいてき	個性的	ບຸກຄະລິກລັກສະນະ	buk kha lik lak sa na
2822	こぜに	小銭	ເງິນນ້ອຍ	ngoen nohy2
2823	ごぜん	午前	ຕອນເຊົ້າ	tohn xao2
2824	こそあど	こ・そ・あ・ど	ນີ້​​​​​​​-ພຸ້ນ-ນັ້ນ-ໃດ(see appendix)	nii2 phun2 nan2 day
2825	こたい	固体	ທາດແຂງ	thaat hkaeng
2826	こだい	古代	ບູຮານ	buu haan
2827	こたえ	答え	ຄຳຕອບ	kham tohp
2828	こたえあわせ	答え合わせ	ກວດຄຳຕອບ	kuat kham tohp
2829	こたえる	答える	ຕອບ	tohp
2830	ごちそうさまでした	ご馳走様でした	ຂອບໃຈສຳລັບອາຫານ	hkohp jay sam lap aa hhaan
2831	こちら	[こそあど]	ທີ່ນີ້	thii1 nii2
2832	こちら	[こそあど]	ອັນນີ້	an nii2
2833	こちらこそよろしく	こちらこそよろしく	ເຊັ່ນດຽວກັນ	xen1 diaw kan
2834	こつ	こつ	ຄວາມສາມາດພິເສດ	khwaam saa maat phi seet
2835	こっか	国家	ປະເທດ	pa theet
2836	こっか	国歌	ເພັງຊາດ	pheng xaat
2837	こっかい	国会	ສະພາແຫ່ງຊາດ	sa phaa hhaeng1 xaat
2838	こっかいぎいん	国会議員	ສະມາຊິກສະພາແຫ່ງຊາດ	sa maa xik sa phaa hhaeng1 xaat
2839	こっかいぎじどう	国会議事堂	ຫໍສະພາແຫ່ງຊາດ	hhoh saa phaa hhaeng1 xaat
2840	こっき	国旗	ທຸງຊາດ	thung xaat
2841	こっきょう	国境	ຊາຍແດນ	xaay daen
2842	こっく	コック	ພໍ່ຄົວ	phoh1 khua
2843	こっく	コック	ແມ່ຄົວ	mae1 khua
2844	こっせつ	骨折	ກະດູກຫັກ	ka duuk hhak
2845	こっそり	こっそり	ຈອບ	johp
2846	こっち	[こそあど]	ທີ່ນີ້	thii1 nii2
2847	こっち	[こそあど]	ອັນນີ້	an nii2
2848	こづつみ	小包	ເຄື່ອງຫຸ້ມຫໍ່ຝາກ	kheuang1 hhum2 hhoh1 hfaak
